BookAbbrev	Chapter:Verse	Annotation
Wis	16:17	With the plague of hail there was also fire mixed, which destroyed the profitable cattle.
Wis	16:19	For of a.wicked nation the ends are cruel, Cuarp. III. Great difference between chaffe and adulterous generations. 7. Speedier death of the suft 1s recompenfed by Gods promdence, 19. but the wicked incurre grea- ter damnation by liuing long H.ow beautifulis (4) the chafte generation. with glorie! ©, cor the memorie rherof is immortal.: becaufe it is knowen FP both with God and with mé.2,When it is preséc, they inu- ihe tate it, and they defire it when it hath withdrawen. it-felf, Ester and it triumpheth crowned for euer, winning the reward. manie children,shal not be.profitable, and baflarde plants shal not take: deepe roote, nor lay fure foundatié. 4. And if in the boughes for a time. they shal {pring being weakly fet, they shal be moued of theawinde,and by theyvehemencie of the winds they. shal be rooted out, 5. For.rbevn- perfect boughes shal be broken, and their fruits shalbe vnprofitable, and fowrg 20 eate, and meete for nothing, 6. For the children rhat be. borne of wicked fleeps , are witnefles of wickednes againit the parents in their examination.-7, But (b) theiuft if he be preuented-with death, shal be ina place of-refreshing.$. For venerable old ageis.nat that of long time, net accounted by rhe number of yeares : bur the vnderitan- ding of a man ate grey haires : 9. andan immaculate life is oldage.- 10, Pleafing God he is made beloued , and liuiag among finners he was tranflated, 11.” He was taken away left malice should ‘change his vp= derftanding, or left anie guile might deceiue his foule.2. For the bewit- ching of vanitie obf{eureth.good things , and the inconitancie of con- cupiicéce peruerteth the vnderftanding that is without malice.1; Being confummate in short {pace he fulfilled much time: 1-4. for his foule plea- fed God:for this caufe he baftned to bring him out of the middes of ini- quities : but the peoples that are feeing , and not ynderftanding, nor putting fuch things in their harts: 15. thatthe grace of God,and mer- cie is toward his faints, and refpé@ coward hiseleét. 16. But the iuft: dead condemneth the impious aliue , and youth foone ended’, the lon life of the vniuft, 17. For they shal fee theend of the wife, and shal not voderftand what God hathithoughtof him, and why our Lord hath -~ --- PAGE 1370 --- Pa “OF WisDOM™M. 355 hath fenfed him, 18,. For they shal feeand shal .contremne him:bur our Lord shal laugh them to -foorne, 19. and they shakfal after rhis’ with- out honour , andin contumelie among the dead for cuer : becaufe he shal breake them puffed vp (¢) withour'voice, and shal remoue tee damned them fromthe foundations, and they shal be made defolare vmo the out al exca fe higheft degree ; and shal be mourning , and the memorie of them shal hreerly con- perish, 20. They shal come feareful in eogitation oftheir finnes,and their tfounded in iniquities onthe contrarie shal conuince them. their owne konfciences. ANNOTATIONS, Cruarv. IIIT .11. He vuas taken avvay..) By this place S. Auguftin proweth that fach as died in ‘good ftate, might have fallen into wickednes , ift they hadimed tonger : and there- oreit wasa benefit rothemtto dye fooner.- And-that it is neuerthcles:certaine ,'that ‘God both knew the pofsibilieie that fuclrmight, yea-would haue finned, if they bad liued longer , and-alfo knew that they sheuld die fooner , and fo efcape that danger. ‘Which ailured foreknowledge of al things that shal be,or may be, ftandeth wel with mans free-wil : againft certaine that inclined to Pelagianifme, attributing too ‘mucitto mans free-wil, and detraéting from’ Gods foreknowledge amd providence. j£¢l. 131-Which he prouing by this place, his aduerfaries excepted agaiaft the anctoritie of 4/-20 ci) this bouke,and therfore he alfo proneththacit ‘is Canonical Seripure. li.r.dePre- 4M dch.Sand&. ch: 14. Gods prefcien- ce doth not pretudice mans freewil, - Char V. In the generalindgement, the voickedfeeing the int , wohomstheybad-contemned, tobe sngreat honour,sha-bewaile their owne miferie, 9. confidering that their pleafure-was'short, 16. and the roy of the Bleffed shal be for euer.18. God wil- arme bimfelf ; and al:creatures,to punish theumpiows. yy H En shaltheiuft ftand in great conitancie againft thofe g) wie, iif that haue afflicted them, ‘and (4) taken away their la-: Sai re bours, 2, They feeing shal be troubled with horrible’ menin their 4 aife conceipt udge the tra- els of the iuft to be vaine & ruitles, > feare, and shal merue] atthe fodainnes of vnexpected Y faluation , 3, faying within themfelues , ( }.) repenting, PPeg and fighing for anguihh of fpirit: Thefe are they, whom
Wis	16:20	See the miracles of Manna, Annot. Exod. 16.
Wis	16:22	Haile did not extinguish the fire, by Gods power above nature.
Wis	17:2	Literally the Aegyptians had darknes three dayes together. Exo. 10. v. 23.
Wis	17:3	Morally they & other gentils were in darknes without faith in God, til Christs Resurrection the third day.
Wis	17:10	A troubled conscience is a great torment.
Wis	17:19	This signified the conversion of al nations to Christ.
Wis	18:1	The Church is called holie, because it professeth holines, and hath alwayes some holie men, & without the Church there is no sanctitie.
Wis	18:5	When the Aegyptians drowned the Hebrewes children, Moyses was saved, and referred to guide the Israelites, when the Aegyptians were drowned.
Wis	18:13	A prophecie of Christ, comming into this world, when there was temporal peace, but extreme darknes of ignorance.
Wis	18:20	An other example of difference in Gods punishing his people for their amendment, and of the obstinate vnto their ruine.
Wis	19:1	God foreseeing the Aegyptians malice, permitted them to persecute his people, but was no way the cause nor authour of their sinne.
Wis	19:13	The Amorhites refused to grant them passage. The Aegyptians brought them into servitude.
Wis	19:17	God changing the naturall properties of elements, wrought iustice on sinners.
Sir	1:1	Mans wisdom is not able to comprehend the works of God.
Sir	1:4	Eternal glory is the fruit of the fear of our Lord: this one virtue fulfilleth al, but it is the beginning, grounded in true faith, and bringeth forth other vertues, divine gifts, with the fruits of the Holy Ghost, and a ioyful crowne in the end.
Sir	1:33	Men drowned in sinne thinke the service of God a most tedious and loathsome thing.
Sir	2:1	Desire not to dye that thou maist thereby be covered from worldlie miseries, for that is a desperate desire, but haue patience.
Sir	2:7	As vertues are to be rewarded: so al sinnes shal be punished.
Sir	2:14	Constancie in good purpose meriteth the promised peace, and iust reward.
Sir	3:1	Thef. 5. 397 ECCUE STA STICVS. CrHarv. NVIIL. Gods wonderful workes exceede man: capacitie.7. Our weakness Strengthned by pifeence. E thar liveth for euer,created al things/a)together. God onlie thal beiuftified , and remaineth an in- uincible King for ener. 2. Whois fufficient to de- ciare his workes ? 3, For who fhal fearch. out his 2, tlorious things? 4, and who thal fhew forth the rower of his greatneffe? or who fhal adde to de- clare his mercie? 5, Itisnot poffible to diminish, js aor adde,neither ts it poflibleto finde the glorious workcs of Gou: 0. When a man,fhal bane done,then thal he begin:and when he {hal reft,he thal worke, 7, What is man:and what is his grace? and what is his good,or what his euil? 8, The number of the daies of men at the moft an hundred ycares : as. drops of the water ofthe :eathey are reputed:and as the grane] ftone of thefand,fo afew yeares inthe day of eternitie, 9, For this caufe God is patient coward them,and powreth out his mercie vponthem. ro. He hath teen the pre(umption of their hart thar it is naught,and hath knowentheir fubuerf6 that it is ewil, 11, Ther- fore hath he tulfilled his propitiation toward them, and hath shewed them the way of equitie.12 .Mas compaffion is. rouching hisneighbour: burt the mercie of God is ypon al let, 13, He that hath mercie,teacheth and inftructeth,as a paftour his flocke, 14. He hath mercie on him that receiueth the doctrine of compaffion, and he that haftneth in his iudge- menis 15.Sonne in good deeds giue no blame, & ineuerie guift gine not the {adnes of aneuil word. 16, Shal notthedew coole heat fo alfo a word berrer then a guift.17,1s not aword aboue a good guift? but born are with a iuftifed man.18,A foole wil vpbraide bitterly:and the guift ot one vintaught maketh the eiesto drie away.19.Belore iudgement prepare thee iuftice , and before thow fpeake learne, 20, Before fickinses take-me- decine,and before iudgement examine thy {elf , andi the fight ot God thou shalt fince propitiation,21.Before fickenes humblethy {elf and in time of infirmitie shew thy conuerfation.22. Be not bindred (6) to pray alwayes, & feare not to be iuttified euen to death, becaufe the reward of God abideth for euer.23. Before praier prepare thy foule:and be not as a ‘man that rempteth God,z4.Remember the wrath in the day of confum- Mation,and the time of rewaud in céuerfation ot the facc.25.Reméber pouertie in the ume of aboundace,& the necefhities of poucriicin the da of riches,2 6.Frd morning vito euening time shal be change, & al theie are fowne in the eies ot God,2 7. wife ma in al. things wil feare, and in + ~ Aaa me grace, Ij .w erto mi milf toover4airyt 9.by our zing Lis conl-tence, 22 by prayer [LOW_CONFIDENCE]
Sir	3:2	How good a thing is it (a) being rebuked soz > to fhew repentance ! for fo th finne, 5. There is that holdeth his peace , which is ‘isthat is odious, he which is malepert to {peake, eth his peace hauing, not vnderitanding to fpea holdeth his peace, knowing the time or ‘man wil hold his peace vntil atime: but a wanton and the ynwile wij not obferue time, 8, He that vfeth manie words , {ial hurt his owne foule: & hethat taketh authoritie to himfelf vniuftly , fhal be hated [LOW_CONFIDENCE]
Sir	3:3	vpon the children.4,He that loueth God, praying fhal obteyne for finnes, and fhal refrayne himfelf fromthem, andfhal be heard in the prayer of dayes, 5, And as he that gatherethtreafure, fo he alfothat honoureth his mother, 6, He that honoureth his father , fhal haue ioy in children , and in the day of his prayer he {hal be heard, 7, He that honourcth his tather, fhal liue the longer life : & hethar obeyeth the father , fhal refreth the mother, 8, .Hethat feareth our Lord henoureth his parents, and as his Lordshe wil ferue them that begat him. 9, In worke and word, & al patience honour thy father , 10, that blefling may come vponthee from him,& his bleiling may remayne inthe later end. 11. The fathers bleiling eftablifheth the houfes of the children : but the mothers curfe rooreth yp thefoundation, 12, Glorie not inthe contumelie of thy father; for his confufion is no:glorieto thee,13. For the glorie of amanisby the honour ot hisfather,and the father without honour is the difhonour of the fonne. 14,. Sonne recciue the old age of thy father, and make him not forowful in his life:1y,and if he fayle in vnderftanding , pardon him, and defpife him not in thy ftrength; for the almesto the father fhal not be in obli- uion.-16, Fot-good jhal be reftored thee (¢) for the finne of thy‘mother, there fhal be remembrance. of thee : and as yce inthe cleere weather fhal thy finnes melt away. 18, Ofwharan cuil tame is he, that for{aketh hi ,— tathe. doe not penance, we thal fal into the hands of our Lord, and not intothe hands of men, 23. For according to his greatnes, fo alfo his mercie is. dangeroms. 17. A charitable » fincere , and docile hart, 33. with workes of 17, and in iuttice it fhal be builded tothee, and in the day of tribulation Ex0.20, Dent .5. Gen. 27, Cr 49. —_—  Phil.r. Pro, 25. Vir, Dan, 4. ECCLESTAS TICVS. 379 father:and he is curfed of God, that doth exa{perate his mother,19,Sonne doe thy workcs in meckenes,and thou fhalt be beloued aboue the glorie ofmen.20.The (d) greater thou art, humble thy felf in al things, and thou fhalt finde grace betore God: 21. becaufethe might-of God onlie is ereat,and he is honoured of the humble,2 2 Seeke no~ things higher then thy felt, and fearch not things ftronger then thy habilitie : bur’ rhe things that God hath commanded thee , thinke on them alwayes,and in manie of his workes be not curious, 2-.For itis not neceffarie tor thee,to fee with thyne-cies thofe things that are hid, 2.4, In fuperfluous things fearch not manie wayes, and in manie of his workes:thou fhalt not be curious, 25. For verie manie things are fhewed to thee aboue.the vnder- ftanding of men.26.Manie alfo hauetheir fufpicion fupplanted,and haue held their fenfes in vanitie.2 7-A hard hart fhal fare il in the larer end, and he'(e) that loueth danger,inal periii in it,28, A hart thar goeth two wa- yes, thal nor haue fucceffe,and the peruerfe of hart thal be fcandalized in them, 29. A wicked harr fhal be laden with forowes,and the finner wil adde to commit finne.30.To the fynagogue otthe proudethere fhal be no health:for the fhrub ot finne thal be roored vp in them, and it inal not be perceiued.31.Thehart of the wife is vnderitood in wifdom, and a good care wil heare wifdé with al defire.32.A wife hart,and that which hath vnderftanding wil ab{teyne it-felf trom finnes, and in the workes of iuftice fhalhaue fuccefle.33.Water qucncherh burning tyre,and almes re- fifteth finnes : 34.and God is the beholder of him thar rendreth grace:he remembreth him afterward,and in the time of his fal he shal finde a fure ftay. Crap. Ill, An exortationto pratlife-workes of mercie,12;withcommendation éf vwifdom: 23: (cx obferuing dae times) not to umite'for ame feare or shamefaftnes. to fay the truth,3 4 Ki tobe diligent,meeke,and liberal. y ONNE defraude rot the almes of the poore,and rurne curfethee behinde thy backe,6,For the prayer of him that curieth thee ir the bitternes of his foule (6 )1ial be heard : and he that made him, wil heare him,.7.Make thy {elf affableto the congregation of the poore, and ro the ancient huinble thy foule,and toa great man Low thy head.8, bow Zz Tome 2. ‘downe % not away thyne eies from the poore,2.Defpife nor the 22 OF hungrie foule: and-exafperate not the poore in his SD pouertie, z.Affict not the hart ofthencedie,& differre G not the guift tohim rhatis in diftrefle.g, Reie& not 9 the petition of him that is afflicted:and turne not away. thy face from the needie. 5, From the pooreturne not away thine eies for anger:and (4) leaue not tothem that aske of thee, to (d) Al greatnes in men procce.' ding from God,bindeth them fo much the more to humilicie, which ver- tue God mot ifpecially lo- ueth:thar fo they may shew gratitude for is benefites. (e) Thofe thar} dare liue in ifinneful ftate , itempring God feuen tothe laft houre, commonly pe~ rish therin. (a) Giue nor- oceafion by thy hard dea- ling with the poore.that they{_ curfe thee.  oN b) For if thou rie can fe, 30d who is cheir prote- ctour, wil re- ucnze them againg thee, (c) Thev that folow wifdom shal be fafe. (d} Through shamefaftnes toveald vito finne , or not to reprouc finne, 1s vi- cious. (e) Butto be ashamed , and to abhorre finne is very good and necefiarie, (f)AL men are, bound to fay tthe ruth at conuenient times,v.2 3. Andeuer bound to avolde vn- crutlis. (g)Euerie one isbound rather roloofe his lifs, thentodoe a- saintt iaftice, o: ctodenie the 1 trutu. THE BOOK OF downe thyne eare to.the poore without fadnefle , and render thy debr, and anf{werhim peaceable words in mildenes, 9, Deliver him that fuf- fereth inturie out of the hand of the proud:and be not faynt-harted in thy foule.1o.In iudging be merciful to “pupils as a tather,& as an husband to their mother:11andthou fhalt be as the obedient fonne of the Highctt, and he wil hauemercie on thee more then a mother.12.Wifdem infpireth life to her children,and receaneth rhem that fecke after her, and wil coe betore thé inthe way of iuftice.13,And he that louech her,loueth lite:and they that fhal watch roher,fhal embrace her fwectnes.14.They that thal hold her, thalinherite lite:and whither-foeuer he fhal enter,God wil bleffe him, 15, They that ferue her, fhal be feruants to the holie:andrhem that loue her God loueth. 16, He that heareth her, fhal iudge nations:and he that beholdeth her, fhal remayne confident.17,.1f hebelieue her , he shal inherite her, and her (c) creatures fhal be in confirmation: 18, becaufe in 380 -tenrarié fhe waikerh with him,and firft of al fhe choofeth him.19.Fearc, and dread, and probation she wil bringvpon him: and the wil torment him in the rribulation of her doctrine, til she trie him in her cogitations and credite his foule. 20, And fhe wileftablifh him, and maxea direct way vnto him,and reioyce him, 21. and wil difclofe her fecrets to him, and wil heape vpon him astreaiures knowledge & vnderftanding of iu- {tice.2 2. But it he goe amifle,fine wil forfake him, and deliver him into rhe hands of his enimie,2 3,Sonne obferue timc,and avoyd from euil,2 4.For thy foule be not afhamedrto fay the truth. 25, For there is (d) fhaime that bringeth finne, & there is ( ¢ ) diame that bringeth glorie and grace, 26, Accept no tace againit thine owne tace , nor againit thy foule a lie. 27. Reuerence notthy neighbour in his offence: 28.nor keepe in a word in time of faluation, Hide not thy wifdom in the beautie thereof.2 9.For by the rongne wif.lom is difcerned:and vnderitanding,and knowledge,and doctrine by the word of the wife, and fteadfaftnes in the workes of iuftice.30.(f )Doenotgaynefay the word of truth by any meanes: and be: albamed of the lie of thynevnskilfulnes.31,Be not alluamed ro contefle thy finncs,and fubmite notthy telt to euerie man for finne.32, Refilt not againtt the tace of che mi ghtie,neither labour avainitthe itreame of the riuer, 33. For (g) iuitice contend for thy foule, and-vnto death ftriue for iuitice, and God wail overthrow thyne enemies tor thee, 34, Be not ha- {tie in thy tonguezand vnprotitable and remiffein thy workes, 35- Be not as alié inthy noufe,ouerthrowing chem of thy houfhold,and opprefling them that are fubicct to thee, 36, Let not thine hand be itretched out to receiuc,and clofed to giue, Crap,  1% \ ECCLESIASTICVYS. 58 » Cuarv. V. Let not riches,vouth mor Strength hold tee in fina . but doe penance for fines remitted and adde not jinne vpon finne.'6- Neither prefume to anne , becau'e God 15 merciful.10.Be not couetons mor ynconffant.13.Be met kein learning, and careful in teaciing:15.not 4 batema ‘er,nor double ton gued. T TEND not to vniult poficfions,and fay not: I haue -faffcient livelihood: for it-fhal nothing profite in the: time of vengeance & affliGion.2, Folow notin (4) thy ‘Though {trength the concupifcence of thy hart : 3. and fay not: ithou oe Io po- How mightie am]? and who {hal bring me vndcr for ‘map can hae Sao: s&, my factes > for God reuenging wil reucnge.4.Say not: J -der the enil de- haue finned, and what forowful thing hath chanced to me? Forthe finement ;ver Highett is a patient rewarder, 5. ( 6°) Ot tinne forgiuen be nor withour coe ek be- feare,ncither adde thou fine vpon tinne,6,And fay not; The mercie of canine il our Lord is great, he wil haue mercie on the multitude of my tinnes, 7, Afcerthat For mercie and wrath quickly approch.trom God,and his wrath looketh -finne is farginé vpon finners,§, Slacke not tobe conuerted to our Lord ., and differre nor 'there remai- from day to day, 9. For his wrath fal come fodainly : and in thetime of ‘eth oftentimes _ vengeance he wil deftroy thee,10.Be not careful in vniuft riches: forthey ’ be fatictattia ir ial not profite thee in the day of * obduction and vengeance, 11, [rinse ca . : . ldeath, Tofle not thy {elf into euerie windc, and goe not into euerie way: ~ . i. . . oO , , af 4, wo \Prow. itor fo euerie finner is proued by a doubie tongue.12. (b) Be fteadfait '() Conftancie (s . . : : . 10.u.4., inthe way of our Lord, & inthe truthof thy vnderitanding , and in iin good pur- knowledge,and let the(c)word of peace and iuftice accompanie thce,13, Ibe. pe maa Be mildeto heare the word thou maift vnderftand, and with wifdom ‘fed peace 2 and virerthou atrue anfwer.14. If thou haue vnderftanding , anfwer thy iif reward. neighbour: butif not, let thine hand be vpon thy mouth, left thou be taken in an vnskilful word,and be confounded,15,.Honour and glorie in the word of the wife, but the tongue of the vnwife is his fubuertion, 14. Be not called a whifperer,and be not taken in thy tongue,& confounded, 17.For vpon atheefe is confulion & repentanice,and a verie cull condem-. nation vpon the double tongued, but tothe whitperer hatred, and emmi-; tie,and contumelie.18,1uftine thouthe litle one,and the great alike, Zt — Crap.  (4) So Gedeon pacified the Ephrammites; jthat were in- cenfed again him. Indic, 8. (b) Manie;pre~ jferre learning before pietie, which S. Au- guftin repro~ ueth, prefer- THE BOOK OF Cuar, VI, Reproch,enute,and ferotitie Linder from lowing oar neighbour, weetenes nostri« sheth it.6.A4 sruftie freind is much worth..8 Seck: and kepe wifdom, with al dsligence.35.Frequent the companie of the wife: and meditate in Gods law. » Enot fora freind made an enemie to thy neighbour: for the euil man fhal inherite reproch and contumelie, Nand euerie (inner enuious and double tongued, 2. Extol }3, not thy felfin the cogitation of thy foule as it were a bul: Ax left perhapsthy ftrengihbe quashed, 3, and iteate thy leaues,and deftroy thy fruits , andthou be leaft asa drie treein the wildernes, 4.For a wicked foule thal deftroy him thar hath jr, andit giueth hin te bé a ioy-te his enemies , and fhal lead him into the lor of the impious. 5. (4) A {weete word muhiplieth freinds,@ appeafeth cnemits,and 4 gratious tongue ‘in a-good man aboundeth, 6,Let there be mamue at peace with thee, and let one of athoufand be thy counfeler, 7, If thou poffeffe a freind, in tentation poflefle him,and not eafely credite him,
Sir	3:4	Conuer[asion with the prowd Tick , and potent dangerous. 9. Relie Ypon Gods helpe. 11, Beware of pufillansmitie, co of prefumptson, 19. meane i nece/- {arsesand the-compame of equals ss moft fecure. *E thattoucheth pich, thal be defiled with it: and > be that communicateth with the proud , dhal put t= 4 on pride, 2.:(.4) He thal take a_burden:vpon.him Wi that communicateth with one more honourable © then himfelf, And be not companion with orie N richer then thy felf, 3. What focietie thal the caul- / dron haue with the earthen potte ? for when they @} thal knock one againft the other, it fhal-be broken, and he wil fume : barn ‘ man being hurt wil hold his peace. 5, If thou giue, he wilt ethee: an if thou hae not, he wil fortake chee. 6.1f thou haue , he wil liue with thee, and wil emptie thee., and he-wil nor be forie for thee, 7. if thou be neceffarie for him, he wil iupplant thee , and.fmiling wil put thee in hope, telling thee good things, and wil fay: What -wanreft thou? 8, And she wil contound th ee in his meates, til he emptie thee twife -8-thrifc, and at the laft he wil mocke thee ; and afterward fecing he wil forfake thee, and wil fake his head at thee, 9, -Humble thy felfto God , and expe his hands,10, Take heede left feduced into follie chou be humbled, 11, (6) Be not humble in thy wifdom, left humbled thou be ieduced into , follic, 12, Being called of the mightier,depart : tor by this he wil-cal thee the more.13, Be not importune, leit thou be reieCted:& be not farre trom him, leftthou goe into obliuion.14. Stay netto fpeake felow-like w ith him:neither credit his manie words.For by muchtalke he wil prouethee, and {miling wil examine thee of thy fecrets. 15. His cruel mind wil. ncepe thy. words: and he wil-not {pare tor malice , and for bands, 16. Take heedeto thy telf, and attend diligently to thyne hearing : becauie thou walkeft with thy fubuerfion.17.But hearing thofe things fee as it were in fleepe,and thou fhalt watch.18, Loue God al thy lite , and inuocate him for thy faluation, 1g, Euerie beaft Joueth che liketo it-felt: fo alfo euerie man the neereft to himielt.20.Al flefh wil march \ ith the like to it-felf, & euerie man wil aflociate himfelf to his like.21.1fihe woolf fhal at anie time communicate with the lambe, jo the finner with the iuft, 22. What J tellowihip hath an holy. man with a dog, or what part haththe rich with ? . the poore?23, The wilde affe inthe defere isthe iyons prey: to the poore are alfo the paftures of the rich.24. And as humilitie is abominatié ro the proude: {o alfo the poore man is the execration of the rich, 25, The rich man being moued is confirmed by his treinds » but the humbie when he Aaa is fallen, 3 re, (s) Hethat conuerfeth with a greater n:an then him- felf(except it be with ver- mous )is forced often to fuffer much,and to yealdto manie inconuenien- CCS. (3) Pufillani- miticin afu- periourmaketh him omitc his dutie,& com- mite €irours, fearing to doe that pertey- neth to his of- ‘hce,& © hich this audtoritie wrequireth,  (:)Acception of per.ons hin dere-h mazie ‘ good counfels: & promoreth ‘mani2 eu things... not afforde {noarishment to his owue bodie by fuch meanesas he hath, finnech- azaintt God, abirfing his be- nefits -againft himfe!f whom ihe vniuftly af- fliteth, and acaniht his muighbour penom ne fean- tdalivech. (©) Incheold teftament al lefe -nded mto ame part of eae (d) He that ean) others. thy 392 THE BOOK OF istaien, {hal be thruft out euen of his familiars,.26.To the rich deceiued there are many recouerers : he hath fpoken proud words , and they haue iuftificdhim, 27, The humble was deceiued ,.he moreoueris rebuked alfo: he hath fpoken wifely, and place.was not giuien vito ‘him, 28, (¢) The rich man fpake , .and al helde their peace , and they wil’ carry his Words euen totheclouds, 29, The poore man {pake and they fay: Who isthis? and if he ftumble, they wil ouerchrow him, 30. Subftance is good, to him that hath no fiane in his confcience : and pouertie is: moft wicked in che mouth of che impious, 31, The-art of.aman altereth his counte- nance, eitherinto good, orinto euil, 32. The token ofa good hart, and a good countenance thou fhalt hardly find,and-with labour, . CuHarv. XIIII, iffence of the tong ws a frequent and dan erons fenne. 3. Riches are.bursfyl tou couctons »and ivan ensons:mind.1i. Workes of merce neceffarse, 22. and peryeucrance in wifdem.. Less¢p is themanthat hath not offendéedin ¥{ a worde out of his mouth, and is not pricked with the forrow of finne, 2. Happieishe, that hath . }j not-had heauines of his minde, and hath not fallen 4] from his hope, 3. -Subftance is without reafon to the couetous.man and niggard,and forthe {pitefal & cnuious man to what purpofe is gold > 4. He M! that heapeth together from. his hart vniuftly » Bae thereth tor others ,.and-in his ‘goods an other wil keepe riote.5, He that is wicked to himfelte, to what other man wil he be good ? and he fhal haue nopleafure inhis goods. 6. (ad) Hethart enuieth himfelfe, nothing is worfe then he, andthis isthereward of his malice: 7, andif-he doe good, he-doth-it gnorantly, and ‘not willing: and at the lafthe manitefteth his malice, 8. The eye of the enuious is wicked, and turneth away his face, and defpifeth his owne {oule, The eye of the couetousiman infatiable ina portion of iniquitie, \ il not be fatisfied til he confume his owne foule withering it, 10. An euil eye istowards euil things: & he thal haue his fil of bread smeedie & in heauines‘thal he be at histable. 11. Soane if thou-hauet , doe good to thy felfe, and offer to God-worthic oblations, 12. Be mindful that death: flacketh nor, and that(e)the couenant of hel ha:h beenthewed thee : far the couenant of this world {hat dye thedeath, x 3. Betore death doe good tothy freind, and according to thine abiicie {tretching: out thy hand, ciue to the P inle portion ~ NHI 74 By] i, fozrowes, & labours in the diuifion of-the lo:te? 16; Giue and oore, 14. Be not defrauded or thy good day , and Jet not a4 of a good guift oucr-pafflethee, 15, Stale thou nor Jeaue to: Tac. 3. Prow.29 Vv . 20,  ECCLESITASTICYVS. 793 andtake , and iuftifie thy foule, 17. Betore thy death worke iuftice : tor im hel there can no meat be found, 18, Al flefh fhal waxe olde as grafle, ands the leafe fructifying-on a greene tree, 19. Some grow, and fome are fhaken off: fo the generation of fefh and bloud, one is ended, and an other is borne,20. Al corruptible worke fhal faile in the end: and he tha worketh it. fhal goe therwith, 21, And ( f) euerie excellent worke thal be iuftified.: and he thar worketh it,fhal be honoured therin, 22. Bicfled isthe man that fhal continue in wifdom , and that fhal meditate in his iuftice, and in vnderftanding fhal confider the prouidence of God,23.He that confidereth her wayes in hishart , and hath ynderftanding in her .fecrets, going after her asa fearcher , and confifting in her wayes: 24.:He that looketh through her windowes , arid heareth in her gates: [LOW_CONFIDENCE]
Sir	3:5	LOW_CONFIDENCE
Sir	3:6	LOW_CONFIDENCE
Sir	3:7	or the emerauld is inthe working of gold : fothe melodie of mufike is ioyful and mede- ratewine. 9. Heare holding thy peace, & forthy reuerence good grace thal cometothee, 10; Yang man (peake inthineowne caufe {carfely. 11. ‘be as it were ignorant, and heare holding thy peace and withal asking, 13.1n the middes of great men prefume not:& where ancients are, {peake not much,14. Before hailethere fhal goe lightning: '& grace fhal goe be -fore-{hametattnes , & fof thy renerence good grace thal come to thee, a5,° And at the houre of ryfing flacke not thy felf: but runne before: doe thy conceits, and nor in fannesand proud word, 17, And aboue al things blefle our Lord that madethee, & that doth repleniih thee mith-al his prods; 18.'He that fearéth our Lord, fhal receine his doGtrine: and they. that wil watch after him, fhal findeblefling-19. He that feeketh. fcandalized by it. 20, They that feare our, Lord , fhal finde iuit iudge- henfion, and according to his wil, wil finde excuie.2 2. A man ot countel wil net dettroy ynderftanding, anaiien and proud man wil not dread teare: 23. ¥ca after he hath done with teare without counfel , he fhal be controled euen by his owne purfuices, 24. Sonne (4) doc nothing without couniel, and after the fact thou fale not repent, 25, Goe not inthe way of ruine, and thou fhalr not {tumble at fiones : commite not thy  ECCLESIASTICVS., 417. thy (elfto a-laborious way , left chou fet a {candal to thy foule, 26. And {hath appoin- beware of thy children, and take heede ofthem of thy houfehold, - 27, fed:for when ‘In al thy worke belieue thy foule (¢ )-by faith: for this isthe kee- FW three ping of the commandments, 28, He thar belieueth God, attendeth (7° 8* ered in ] to the commandments : and he that trufteth in him, thal nox be his name, he is AS ia middes of leffened, hem. 4448.18. (ec) Doe not: ‘againft thy i nftience. CuHoarm XXXILII, dures. Feare of God defendeth from al aduerfaries. 5. Follse is “ynconflant.8. God di pofeth al to rhe beft.13.Man # in Gods band, as clay inthe posters.20,Superiours non ft keeve shesr authoritie, and sheir fabie Bs in difeipline. O himthat feareth our Lord euils fhal not happen , but in tentation God wil keepe him, and deliuer him from euils, [LOW_CONFIDENCE]
